changecenter,chancearea,target
1.0016597586045266,1.0289875033622435,0.0
1.0003872110701435,1.0181531644865298,0.0
1.001533106315701,1.004946457340581,0.0
1.0008626188426033,1.0009926924307997,0.0
1.0009835865874313,1.0247383810307278,0.0
1.0012213657448363,1.0129653895911286,0.0
1.000707835120724,1.0129536353188962,0.0
1.0004777295968963,1.0071940483566892,0.0
1.0006124244876848,1.0296079098512447,0.0
1.0005681691714343,1.0051448407058254,0.0
1.0008759429780585,1.016764351006305,0.0
1.0009169551232322,1.0128201887892498,0.0
1.0022273515911473,1.0149281311558684,0.0
1.00189277590567,1.0246334706871325,0.0
1.001780325541636,1.0416264531491233,0.0
1.000779440410852,1.0008891067411916,0.0
1.0010744620773615,1.007291698790856,0.0
1.0010025778163614,1.0034619195977914,0.0
1.0015441229096826,1.005666348963819,0.0
1.0010070654541146,1.02475484016482,0.0
1.0008240004394282,1.005294803659417,0.0
1.0010347784104414,1.0170240460309576,0.0
1.0011238697186189,1.0064051692419234,0.0
1.0005019050404649,1.0040993788497878,0.0
1.00130945165531,1.0236908159827298,0.0
1.0007946641726275,1.0154482979673864,0.0
1.000584099636978,1.0031358028464117,0.0
1.0007944168719756,1.0092097583089374,0.0
1.001660837197147,1.0191708780449005,0.0
1.0017543141312877,1.01021679484742,0.0
1.0025878979136835,1.0631208420900098,0.0
1.0012339333505964,1.0179180051238006,0.0
1.0019796173698703,1.0145582940453748,0.0
1.0015690266247927,1.0019607839847704,0.0
1.0012709815041347,1.0120981521739094,0.0
1.0015869679995926,1.0136545870473488,0.0
1.0068636527782866,1.1015030297284285,0.0
1.004444858695234,1.035046963643136,0.0
1.004173848506912,1.025600518480689,0.0
1.0046807403324154,1.0056487746436165,0.0
1.0035253994999138,1.0246825358116145,0.0
1.0039413696374468,1.0314404177863323,0.0
1.006973363371216,1.0104017484644563,0.0
1.0076045507798017,1.0196881437617695,0.0
1.0108266502356602,1.0410817639805654,0.0
1.0075916340770474,1.0363124224571143,0.0
1.0075899119695055,1.076664847152646,0.0
1.00985265970106,1.075878168570635,0.0
1.0088043224371417,1.046773064304825,0.0
1.010762755060767,1.0598150405466624,0.0
1.008832065412816,1.0566693089084884,0.0
1.0110450838509326,1.084099223151747,0.0
1.005129348810765,1.0072111682555085,0.0
1.0073875323428885,1.0228036908343874,0.0
1.0072249829196596,1.0166459896044833,0.0
1.0065462550972848,1.005699584267214,0.0
1.0046048889351455,1.0112114913897576,0.0
1.004530117143013,1.0433385389380547,0.0
1.004225628215308,1.0684189683434162,0.0
1.0069483609928958,1.0898974720080838,0.0
1.0049271402498636,1.038684217595422,0.0
1.0064198454051465,1.044467947817585,0.0
1.0082407370964226,1.0493623822959106,0.0
1.0093355903838337,1.0213029667035014,0.0
1.006894829137811,1.0057426208616171,0.0
1.0067596362505271,1.0051031186855024,0.0
1.002862748989636,1.001072542902562,0.0
1.0015648572866591,1.015475868831761,0.0
1.0011288260913909,1.0468119632931223,0.0
1.002777262577332,1.0701255665755154,0.0
1.0030787750387444,1.041952942264542,0.0
1.0045493319338354,1.0126831360402095,0.0
1.0055535470898684,1.044980402327992,0.0
1.002614624873503,1.004810239122596,0.0
1.006751700951355,1.0319117491985617,0.0
1.0077964529143646,1.063777132850366,0.0
1.0076426777500336,1.042308796365128,0.0
1.005643298011181,1.0140496985018943,0.0
1.0037688688430704,1.0145180364885575,0.0
1.0037281502706603,1.017849529773418,0.0
1.0007584592714784,1.0237876120743687,0.0
1.0026547615693588,1.0028211454672784,0.0
1.003315960612774,1.0459896872857817,0.0
1.0026605382281712,1.0119734027817706,0.0
1.003340870728244,1.0121607233914558,0.0
1.0083523900568294,1.0534095411265882,0.0
1.0056431311763383,1.0797032900769916,0.0
1.0044365397113169,1.0555126928938576,0.0
1.0007797569352948,1.0000489517937252,0.0
1.0008699387521007,1.0049744707465504,0.0
1.0035010469223526,1.094096181211975,0.0
1.0027257175894952,1.0256118228287971,0.0
1.0022397466674158,1.010408024000387,0.0
1.002532054780252,1.0074882764159223,0.0
1.0022297643131362,1.002967527609781,0.0
1.0020495737725583,1.003778152131223,0.0
1.003999283424058,1.0169372098762992,0.0
1.0050715728995498,1.0457336605132628,0.0
1.0025644159808218,1.0155101033722658,0.0
1.0017169625539382,1.0131179693694052,0.0
1.0051388469610476,1.0279276345454864,0.0
1.001523945822012,1.0309774752167151,0.0
1.00415447048271,1.1052427597657906,0.0
1.000537725501426,1.0433050381314146,0.0
1.0031007935487612,1.038892977158817,0.0
1.0036313135826571,1.0482273705559677,0.0
1.0022861696225471,1.0465280217234496,0.0
1.0041900562457626,1.0065978435321727,0.0
1.0076482835416385,1.0165248079927076,0.0
1.004253408527541,1.0078092031749142,0.0
1.0029152868095008,1.0090651132323658,0.0
1.0003729823562513,1.0543384672081422,0.0
1.0008599340787794,1.0284510173231236,0.0
1.0031380343879626,1.0225756483835249,0.0
1.0037459694265622,1.0048428578460749,0.0
1.0042336867809074,1.0807285284445485,0.0
1.0024117026764898,1.034243243213161,0.0
1.004426772310295,1.0563400376013752,0.0
1.0024400744622812,1.0138976370357744,0.0
1.0033144192801742,1.0082104116429516,0.0
1.0023599684505058,1.0391753856329171,0.0
1.000330511178611,1.00115691151628,0.0
1.0008008157427604,1.0067139587243896,0.0
1.0012263222539608,1.0197135838399178,0.0
1.002333570479195,1.0451382669093183,0.0
1.0015834548365006,1.0613102480510646,0.0
1.0010665216937866,1.0004343993759508,0.0
1.002534970338015,1.060312916602973,0.0
1.0033725916757787,1.032018091418555,0.0
1.0024950266175976,1.0252830229318706,0.0
1.002640493143088,1.041110366236352,0.0
1.0029256304127263,1.0283590486144285,0.0
1.0009104579732475,1.0379848874060529,0.0
1.000807195646648,1.032000530312614,0.0
1.0017088696783365,1.0146438371223705,0.0
1.0020638315362254,1.037115443139824,0.0
1.000747649469674,1.0064456409945377,0.0
1.0007888092498582,1.0158176741456122,0.0
1.0008175651080298,1.0023115058282823,0.0
1.001641948056808,1.034366980070166,0.0
1.0025372147679448,1.000728681954015,0.0
1.0021956172337487,1.022910205091372,0.0
1.002265031433469,1.001404486821731,0.0
1.0014668063902612,1.0098096536897037,0.0
1.0014196646381706,1.0245142136804244,0.0
1.001031209795844,1.0189883056781492,0.0
1.0015173531493429,1.0780603436557348,0.0
1.0001549017295628,1.0411479157465546,0.0
1.0001809828710917,1.001560105508044,0.0
1.0002936073293256,1.0152098942745036,0.0
1.0020442982208335,1.01012359105563,0.0
1.0021994383297934,1.0243844193717364,0.0
1.002051445474442,1.027767188292127,0.0
1.0024374385475214,1.0078585805788107,0.0
1.0025052316909455,1.01457395620604,0.0
1.000403045395743,1.0127324877885726,0.0
1.0004038852646158,1.007514547565455,0.0
1.001589495643302,1.0013930696097193,0.0
1.003338088676926,1.073139183024573,0.0
1.0011276916193608,1.02981369582696,0.0
1.000460404105771,1.0395603635749755,0.0
1.0023777911841425,1.054230018882414,0.0
1.0016469699243111,1.0174716805483608,0.0
1.0016520867584444,1.0311527192872656,0.0
1.0021814952072794,1.0190665196475743,0.0
1.0007485550732116,1.0294546958743782,0.0
1.0007443257748956,1.0110191197482918,0.0
1.0016318678082758,1.0597650881075251,0.0
1.00075622050329,1.0546866861940705,0.0
1.0003512604801856,1.0047018348000618,0.0
1.0008214522751069,1.026681280871773,0.0
1.0004600309609146,1.0107944784930027,0.0
1.0027006182470517,1.0080949950061788,0.0
1.0018201414241803,1.0179422774952542,0.0
1.0021900851292411,1.0140834207465703,0.0
1.0020499337031763,1.0008756514577617,0.0
1.0024710323315569,1.0201389530303169,0.0
1.002208264895026,1.0102514233966,0.0
1.0026871151994974,1.062330399740908,0.0
1.0013671866857885,1.0134525109899228,0.0
1.0012101313780448,1.019926182110689,0.0
1.0029488575372445,1.0581995444187464,0.0
1.000976140629334,1.010616250362275,0.0
1.0022338279661889,1.0683933464702755,0.0
1.0013999878535516,1.0208436092634103,0.0
1.0013987434805884,1.0240653264500008,0.0
1.001683102662446,1.1134952731965269,0.0
1.000542340001566,1.010973770274211,0.0
1.0014718191213796,1.0234532264684957,0.0
1.0014261059230745,1.0710694384772372,0.0
1.0011153707615952,1.0725799179232829,0.0
1.0009724683484356,1.04140495772709,0.0
1.0002240914102851,1.0047619867588766,0.0
1.0009913035056912,1.0364375438611646,0.0
1.0015433826873554,1.0208396755147058,0.0
1.001827745652872,1.0452373149806935,0.0
1.001429376011581,1.0138512061021223,0.0
1.0019568771186638,1.017022288571565,0.0
1.0010973013386584,1.01021249278623,0.0
1.0020560833602774,1.0844012133869776,0.0
1.0009034447579817,1.0020671482063457,0.0
1.001479799679212,1.0222836668618511,0.0
1.0023761856495006,1.062466215716535,0.0
1.0014512699288023,1.0212664486783556,0.0
1.0009440783425791,1.0305352897642046,0.0
1.0003363899664306,1.0051080585828451,0.0
1.0009638617924703,1.0001357281212844,0.0
1.0009760016338003,1.034408744404092,0.0
1.00120476539604,1.0304439465973445,0.0
1.0004674489953689,1.0450618894482513,0.0
1.0014217930718343,1.0023541787632368,0.0
1.0014770099358523,1.046544891388108,0.0
